,measurement,timestamp_pulse_id,imageid,separation_um,balance,snr_db,pixis_profile_avg_width,crop_px,xi_um_guess,sigma_x_F_gamma_um_multiplier,xatol,sigma_F_gamma_um_opt_v2,xi_x_um_v2,xi_y_um_v2,chi2distance_deconvmethod_2d_v2
92,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039859,39,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,515.5133531341345,435.51788420264495,308.72045301023724
93,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038979,20,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,500.07568732350256,525.8065533530515,209.1368508985616
94,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039819,37,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,455.6042924547588,530.6441297387934,197.3640620205675
95,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548040319,49,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,478.5495175240832,300.39788657693816,342.0449410919402
96,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038459,6,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,525.6951953175803,373.0117193251784,275.5497281973852
97,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548039259,22,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,492.1093958795487,281.2663271425249,68.43204723211078
98,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038359,1,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,512.7620323593185,483.15729323763145,380.2449065049468
99,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038799,11,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,461.26790335283886,390.1026857316843,180.27426648015395
100,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0445um (5a) ap5=7.0 ap7=50.0 (bg5ab) ap5=7.0 ap7=50.0,1548038419,4,445.0,1.0,,200.0,50.0,400.0,1.2,5.0,,532.0053321740417,370.77919805053045,450.70089929146746
101,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018443,0,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,423.24860740334594,238.45537319161937,295.8871100537636
102,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018463,1,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,409.5000191277466,238.4553731916193,2246.220599271098
103,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019763,29,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,462.3724930841541,211.50168784489463,319.1296358812333
104,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021083,59,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,441.0809190250112,217.1301104876948,718.4179674988341
105,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020203,39,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
106,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019403,24,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,354.71743936748726,226.2398519882792,396.4339780151866
107,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021063,58,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
108,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021103,60,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
109,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019303,19,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,393.79358931516776,388.1117406078189,875.6806223014316
110,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019743,28,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
111,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020623,48,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,400.29552422241255,300.3978865787073,992.8505768425752
112,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020743,54,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
113,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019323,20,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
114,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020723,53,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,338.06613487564806,217.9526444572244,1786.0343923275946
115,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020283,43,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,407.8758849274556,267.3228604423168,690.2849782814114
116,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021183,64,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,407.0187314816949,236.24972338013708,503.2403118900948
117,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019783,30,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,394.86622410322855,229.2672645882189,691.548782398603
118,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019383,23,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,429.6966904554629,300.3978865787074,627.3267160369022
119,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020183,38,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,402.9617621912113,238.4553731916193,628.3448884376472
120,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020663,50,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,405.8375911536658,300.3978865787075,584.3841844754435
121,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018803,6,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,456.146651134775,300.39788657870747,462.0009280066894
122,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020763,55,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,426.9780995227713,217.1301104876948,955.8729175462072
123,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020323,45,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,359.42154832513773,215.2148873442278,742.3074622361161
124,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019823,32,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,424.8285050761836,322.3220291543072,201.39228595558805
125,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020163,37,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,420.0364624606957,224.86148228078136,1134.7798468644005
126,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020243,41,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,392.5929665960024,217.13011048769468,294.3290170797766
127,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018943,13,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,433.6809300897677,322.32202915430724,789.1443944369449
128,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020703,52,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,481.29305665944094,281.26632714406395,289.0211928246589
129,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021203,65,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,394.81930085622383,252.0653053470855,466.8813901627306
130,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019723,27,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,347.2846252622973,211.5016878448946,556.4215589513905
131,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021123,61,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,436.2861284735836,322.32202915430724,402.17354795246666
132,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020143,36,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,519.3835288775729,300.3978865787074,430.1865003016989
133,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021223,66,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,381.11149993051424,217.95264445722432,278.2464837126499
134,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018783,5,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,432.4787120530953,322.3220291543072,356.650386853771
135,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019343,21,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,472.4338848860573,217.1301104876948,1547.1356576418937
136,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019863,34,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,497.8160062749464,215.2148873442277,716.3117577215861
137,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018763,4,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,402.5495414709671,211.50168784489463,783.4121201145857
138,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018883,10,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,495.1013928942284,322.32202915430724,292.84483559605
139,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020643,49,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,395.3849084894197,238.4553731916193,537.1939096488701
140,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020123,35,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,429.78891128142834,252.0653053470856,226.58025841354169
141,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018743,3,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,401.0538710974721,300.39788657870736,335.8465438307285
142,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019283,18,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,328.89069307551017,226.23985198827924,1312.214483241041
143,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020223,40,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,440.3901350215976,322.32202915430724,614.039222784946
144,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019223,15,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
145,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020583,46,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,428.0166997588244,229.267264588219,902.188935568484
146,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018923,12,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,451.5398798732888,267.3228604423168,1316.329210511823
147,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018903,11,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,434.6374807535256,217.95264445722432,983.7667322378556
148,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021163,63,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
149,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020303,44,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,440.3660441244676,300.3978865787074,637.3291221544681
150,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018823,7,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,483.4317169889373,217.1301104876948,228.91490591913347
151,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020603,47,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,427.15340639816014,211.50168784489463,876.7165837930443
152,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021023,56,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,418.4759442443217,209.59675123253683,902.4700504093046
153,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019843,33,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,385.0322252414342,281.266327144064,649.0184758892269
154,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019703,26,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,425.0765310944001,300.39788657870736,159.93215721963662
155,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018483,2,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,427.3117187412825,356.4927951035777,875.874380087963
156,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019803,31,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,395.2858136611383,217.95264445722432,951.8954380859662
157,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018863,9,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,426.8938610657947,300.3978865787074,829.5972894154253
158,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019263,17,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,428.8350521902983,238.45537319161943,1049.35835605663
159,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021043,57,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
160,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020263,42,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,410.1167096684932,211.5016878448946,237.25548316148388
161,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019363,22,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,416.053652591054,281.266327144064,1319.86029642453
162,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548020683,51,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,350.6308787285928,211.5016878448945,643.1379464872708
163,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548018843,8,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,411.7732468763612,300.3978865787073,2251.916041783035
164,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548021143,62,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,411.7093814374973,267.3228604423168,665.4146795127951
165,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019203,14,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,418.01805646387845,238.45537319161943,1118.1881407727426
166,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 0707um (1b) ap5=7.0 ap7=50.0 (bg1cd) ap5=7.0 ap7=50.0,1548019683,25,707.0,1.0,,200.0,50.0,400.0,1.2,5.0,,427.5694053413831,211.3707233850448,790.0889365545463
167,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991863,14,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,259.45146607561566,795.0623467135033,3367.7613658341857
168,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992783,38,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,259.4537948750903,770.6589098517998,2901.255482831639
169,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991723,7,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,165.67964130101993,530.6441297422291,2225.44539403394
170,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992663,32,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,220.05962355980884,435.51788420764353,4141.905397917644
171,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992263,23,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,162.93016391693038,602.4182956916856,1299.742471639132
172,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992363,29,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,142.32160248066137,369.2773794346127,4793.5313205189
173,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992223,21,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,187.1801929860268,435.5178842076437,3554.423763923205
174,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991903,16,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,288.3250539564105,229.26726458951703,4122.963521451901
175,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991763,9,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,232.7594911965328,435.5178842076437,2694.5075315776453
176,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992383,30,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,189.9286563220435,483.157293243597,2381.7859292663534
177,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992243,22,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,304.8426385024643,252.06530534851268,2773.8147671109787
178,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992343,28,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
179,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992281,24,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,266.4028354624039,692.7638884589234,1109.533002235653
180,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992703,34,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,204.13516308298537,353.7763753099696,1696.315120001646
181,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992723,35,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,264.9583576340761,770.6589098495213,2169.404885335292
182,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991783,10,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,240.4699711983285,435.5178842076437,1428.6504829423243
183,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991823,12,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,280.94222685219165,322.3220291550035,1769.6097762528868
184,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991803,11,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,,,
185,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991343,0,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,199.5758497702724,300.39788658039447,4570.712867060052
186,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991883,15,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,275.39395392408704,371.6628495998342,2129.120973828717
187,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547992323,27,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,180.89659319082023,435.51788420764376,3337.6776422559524
188,2017-11-27T1529 8.0nm 45uJ 12Und. KOAS=PMMA 1047um (3b#1) ap5=7.0 ap7=50.0 (bg3cd) ap5=7.0 ap7=50.0,1547991403,3,1047.0,1.0,,200.0,50.0,400.0,1.2,5.0,,228.725477624355,530.6441297422338,3177.4982148289573
